codigos;productos;uxb;fair_ventas;burzaco_ventas;a_korn_ventas;tucuman_ventas;fair_stock;burzaco_stock;a_korn_stock;tucuman_stock;cdistrib;ventas;stock
13637;CANTIMPALO MAQUINA 214 1/2 HORMA;1;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;-2.0
13638;CANTIMPALO MAQUINA 214 FETAS;1;859.0;150.0;0.0;0.0;-26.0;-7.0;-2.0;0.0;0.0;1009.0;-35.0
13636;CANTIMPALO MAQUINA 214 HORMA;1;0.0;0.0;0.0;0.0;-944.0;8.0;47.0;0.0;0.0;0.0;-889.0
466360;CANTIMPLORA C/TAZA ARGOS;1;0.0;0.0;0.0;0.0;0.0;-3.0;6.0;6.0;0.0;0.0;9.0
478930;CANTIMPLORA IMP-E;1;1.0;0.0;0.0;0.0;-1.0;0.0;0.0;2.0;0.0;1.0;1.0
479605;CANTIMPLORA INFANTIL IMP-E x700ML;1;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;31.0
469409;CANUTIÑO GIGANTE C/BILLETE x50Un.;30;0.0;0.0;0.0;0.0;0.0;0.0;14.6;0.0;0.0;0.0;14.6
479346;CAPELETTI POLLO/VERDURA MENDIA x500g;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
468144;CAPELETTINI GIACOMO x250g VERDURA;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9015;CAPELETTINI GIACOMO x500g CARNE;12;1.5;1.16;1.08;1.0;3.33;1.0;2.5;0.0;0.0;4.75;6.83
9016;CAPELETTINI GIACOMO x500g QUESO Y JA;12;2.0;2.16;0.75;0.08;6.41;0.0;5.41;1.16;0.0;5.0;13.0
9013;CAPELETTINI GIACOMO x500g TRIDICCI;12;1.0;0.0;0.33;0.0;3.91;1.0;3.66;0.0;0.0;1.33;8.58
9014;CAPELETTINI GIACOMO x500g VERDURA;12;1.25;1.25;1.5;0.5;2.5;1.0;2.16;1.66;0.0;4.5;7.33
467544;CAPELLETTIS LA ITALIANA X1KG;1;0.0;0.0;0.0;1.0;0.0;0.0;-4.0;5.0;0.0;1.0;1.0
467506;CAPELLETTIS LA ITALIANA x500g;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
477260;CAPELLETTIS POLLO ELUNCHE x1kg;1;129.0;37.0;0.0;0.0;-13.0;23.0;0.0;0.0;0.0;166.0;10.0
477964;CAPIBARA/KUROMI/STICH DANCE TUCU;1;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-1.0
481122;CAPILLA MENDOCINA TOMATE PERITA LATA;24;2.04;0.58;0.16;0.0;102.95;13.41;37.83;0.0;207.0;2.79;361.2
463040;CAPPUCCINO INST BESSONE DOY X150G;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11284;CAPPUCCINO LA MORENITA DP x125gr;10;2.29;0.4;0.5;0.0;2.8;2.9;2.6;0.0;0.0;3.2;8.29
700;CAPPUCCINO LA VIRGINIA 10 SOBRES;10;4.7;1.7;1.0;0.5;2.2;3.0;4.0;0.0;0.0;7.9;9.19
11760;CAPPUCCINO LA VIRGINIA CORTADO x125g;10;3.6;0.2;0.8;0.3;3.6;4.2;3.6;0.0;0.0;4.9;11.4
7685;CAPPUCCINO LA VIRGINIA DCE DE LECHE;10;2.1;1.4;0.4;0.0;3.7;1.7;2.6;0.0;0.0;3.9;8.0
699;CAPPUCCINO LA VIRGINIA FCO x210gr;6;1.5;2.5;1.16;0.16;4.16;2.5;4.0;1.5;0.0;5.33;12.16
11759;CAPPUCCINO LA VIRGINIA LATTE x125gr;10;3.4;0.8;1.2;0.3;1.8;2.7;2.4;0.0;0.0;5.7;6.9
5007;CAPPUCCINO LA VIRGINIA LIGHT x100gr;10;1.0;0.8;0.0;0.0;1.7;0.0;2.0;0.0;0.0;1.8;3.7
7846;CAPPUCCINO LA VIRGINIA LIGHT x10sob;10;1.5;0.0;3.3;0.1;1.2;1.0;3.1;0.0;0.0;4.89;5.3
4894;CAPPUCCINO LA VIRGINIA MOUSS CH/AV x;10;1.5;0.5;0.3;0.0;1.6;1.0;2.8;0.0;0.0;2.29;5.4
4893;CAPPUCCINO LA VIRGINIA VAIN DP x155g;10;2.4;0.7;0.8;0.8;3.7;1.0;2.6;0.0;0.0;4.7;7.3
701;CAPPUCCINO LA VIRGINIA X125G;10;2.9;1.6;0.2;0.0;1.8;2.7;3.0;0.0;0.0;4.7;7.5
702;CAPPUCCINO LA VIRGINIA x275gr;10;0.6;2.4;0.9;0.7;4.59;3.5;2.0;0.0;0.0;4.59;10.1
478790;CAPPUCCINO NESCAFE DOLCA DP x100gr;8;2.75;1.12;1.0;0.0;0.0;1.5;0.0;0.0;0.0;4.87;1.5
479120;CAPSULA DOLCE GUSTO AU LAIT x10Un.;6;2.66;0.33;0.16;0.0;-7.66;2.5;2.0;0.0;0.0;3.16;-3.16
479119;CAPSULA DOLCE GUSTO CAPUCCINO x10Un.;6;2.66;0.5;0.83;0.0;0.0;3.66;0.0;0.0;0.0;4.0;3.66
479780;CAPSULA DOLCE GUSTO CHOCOCINO GALAK;6;0.0;0.0;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.16;0.0
479121;CAPSULA DOLCE GUSTO CHOCOCINO x10Un;6;0.0;0.16;1.0;0.0;1.83;3.33;3.0;0.0;0.0;1.16;8.16
476795;CAPSULA DOLCE GUSTO CORTADO X10un.;6;0.66;1.5;2.5;0.0;-6.16;3.16;-1.16;0.0;0.0;4.66;-4.16
479125;CAPSULA DOLCE GUSTO ESPRESSO INTENSO;6;2.0;0.16;0.33;0.0;1.5;1.0;0.0;0.0;0.0;2.5;2.5
478785;CAPSULA DOLCE GUSTO ESPRESSO x10Un.;6;2.83;0.33;0.0;0.0;8.0;2.5;1.0;0.0;0.0;3.16;11.5
479118;CAPSULA DOLCE GUSTO FRAPPE x10Un.;6;0.0;0.0;0.0;0.0;0.0;1.33;0.0;0.0;0.0;0.0;1.33
479122;CAPSULA DOLCE GUSTO LATTE MACCHIATO;6;3.83;0.16;1.0;0.0;1.5;3.16;0.0;0.0;0.0;5.0;4.66
479124;CAPSULA DOLCE GUSTO LUNGO x10Un.;6;0.0;0.33;0.33;0.0;0.0;2.16;0.0;0.0;0.0;0.66;2.16
479123;CAPSULA DOLCE GUSTO MOCHA x10Un.;6;2.66;0.66;0.83;0.0;3.33;1.66;0.0;0.0;0.0;4.16;5.0
473091;CAPSULAS CABRALES CAFE ESPRESSO x72g;1;0.0;0.0;0.0;0.0;-5.0;-1.0;0.0;0.0;0.0;0.0;-6.0
479784;CAPSULAS DOLCE GUSTO AMERICANO x10u;6;3.83;0.16;0.16;0.0;2.16;3.16;0.0;0.0;0.0;4.16;5.33
460399;CAPSULAS DOLCE GUSTO AMERICANO x16ca;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479783;CAPSULAS DOLCE GUSTO AU LAIT DESC. x;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7855;CAPSULAS DOLCE GUSTO CAFE C/LECHE x1;3;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0
464305;CAPSULAS DOLCE GUSTO CAPP/DCE LECHE;6;4.33;0.83;0.0;0.0;1.33;0.0;0.0;0.0;0.0;5.16;1.33
460737;CAPSULAS DOLCE GUSTO CAPUCCINO x16ca;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7864;CAPSULAS DOLCE GUSTO CORTADO x16caps;3;0.0;0.0;0.0;0.0;0.0;0.0;5.33;0.0;0.0;0.0;5.33
479779;CAPSULAS DOLCE GUSTO MOCHA. CANELA x;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
475924;CAPSULAS LA VIRGINIA CAPUCCINO x8un;3;0.0;0.0;1.66;0.0;0.0;0.0;0.0;0.0;0.0;1.66;0.0
475926;CAPSULAS LA VIRGINIA CHOYA x8un;3;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;-1.0
475925;CAPSULAS LA VIRGINIA DDL x8un;3;0.0;0.33;1.66;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
463028;CAPSULAS LA VIRGINIA VARIOS SAB x10u;3;0.0;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0
478893;CAPYBARA DANCE IMP-E;1;0.0;0.0;2.0;0.0;17.0;0.0;3.0;11.0;0.0;2.0;31.0
5185;CAR. SUGUS CONFITADOS x50gr;30;3.36;0.9;1.5;0.0;1.73;1.33;1.26;0.0;0.0;5.76;4.33
480618;CARAM BILLIKEN CREAM POTE x600g;12;0.08;0.0;0.0;0.08;2.75;1.0;1.0;0.0;0.0;0.16;4.75
480614;CARAM BILLIKEN FRUTAL x150g;24;1.41;0.0;0.0;0.12;0.0;0.0;0.0;0.0;0.0;1.54;0.0
480615;CARAM BILLIKEN YOGUR x150g;24;1.33;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;1.54;0.0
480624;CARAM CANDY 10`LIPO x454g;24;0.41;0.12;0.16;0.12;1.91;0.0;0.0;0.0;0.0;0.83;1.91
480063;CARAM MAST MOGUL EXT. CONFITADO x70g;40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
480067;CARAM MASTI EXTR. MOGUL CONF.x30g xu;16;2.0;0.0;0.0;0.12;10.87;0.0;-1.87;1.62;0.0;2.12;10.62
480066;CARAM MASTI EXTR. SPLASH MOGUL x1un;10;2.0;0.0;0.0;0.1;3.9;0.0;0.0;2.9;0.0;2.1;6.8
480064;CARAM MASTI EXTR. SPLASH x72g;36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
480061;CARAM MASTI EXTR.ROLL MOGUL MANZANA;24;5.0;0.0;0.0;0.0;15.16;0.0;0.0;0.0;0.0;5.0;15.16
480065;CARAM MASTI MOGUL CONFITADOS x70g;40;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
480060;CARAM MASTI ROLL MOGUL TUTTI xun;24;0.0;0.0;0.0;0.0;3.16;0.0;0.0;0.0;0.0;0.0;3.16
480062;CARAM MOGUL MASTI SPLASH x72g;36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4669;CARAM VACA LECHERA TRAD. X520gr;12;0.16;0.0;0.0;0.0;-8.08;0.0;3.91;0.0;0.0;0.16;-4.16
478586;CARAM. ACIDO E/POLVO CANDY PORT x30u;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7484;CARAM. ALKA ACIDOS x800gr;10;0.4;0.1;0.2;0.0;1.2;0.0;0.0;1.6;0.0;0.7;2.8
5183;CARAM. ALKA CHERRY MENT x800gr;10;1.0;0.1;0.4;0.2;2.8;0.0;0.0;1.3;0.0;1.7;4.09
10033;CARAM. ALKA CREMOSO FR/FRAMB 800GR;10;0.9;0.1;0.5;0.0;1.7;0.0;0.0;0.0;0.0;1.5;1.7
7930;CARAM. ALKA MENTA 800GR;10;0.0;0.0;0.3;0.1;3.3;1.4;0.0;0.0;0.0;0.4;4.69
5184;CARAM. ALKA STRONG 800GR;10;0.8;0.0;0.5;0.2;1.0;0.0;1.9;0.0;0.0;1.5;2.9
4588;CARAM. ARCOR BASTON VIENA 470GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6970;CARAM. ARCOR BUTTER TOFFEES AGUIL X8;6;0.0;0.16;0.0;0.0;-1.0;0.0;16.5;0.0;0.0;0.16;15.5
716;CARAM. ARCOR BUTTER TOFFEES C/LEC X8;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5704;CARAM. ARCOR BUTTER TOFFEES CH/BCO 8;6;0.0;0.16;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.16;1.0
718;CARAM. ARCOR BUTTER TOFFEES CHOC X82;6;7.16;1.0;2.83;0.0;8.66;4.5;20.83;0.0;0.0;11.0;34.0
720;CARAM. ARCOR BUTTER TOFFEES LECHE X8;6;2.5;0.16;0.83;0.5;1.0;-1.0;20.0;0.0;0.0;4.0;20.0
465066;CARAM. ARCOR BUTTER TOFFES BONOBON 8;6;1.33;0.5;0.66;0.0;1.5;1.16;1.83;0.0;0.0;2.5;4.5
463439;CARAM. ARCOR BUTTER TOFFES DDL X822G;6;0.66;0.16;1.0;0.0;1.16;1.83;3.33;0.0;0.0;1.83;6.33
4586;CARAM. ARCOR CRISTAL FRESH 405GR;12;1.41;0.66;0.75;0.08;5.25;0.0;2.25;2.0;0.0;2.91;9.5
7042;CARAM. ARCOR GAJITOS 485GR;12;1.58;0.0;0.5;0.0;1.91;1.0;1.66;0.0;0.0;2.08;4.58
742;CARAM. ARCOR MASTIC 800G;10;5.3;1.8;0.0;0.0;0.0;2.4;0.0;0.0;0.0;7.1;2.4
710;CARAM. ARCOR MENTA C/CHOC X715gr;6;2.66;0.83;1.33;0.0;4.16;0.0;4.0;0.0;4.0;4.83;12.16
747;CARAM. ARCOR MENTA CRISTAL 810GR;6;4.0;0.83;1.66;0.66;7.0;7.66;3.0;3.0;0.0;7.16;20.66
711;CARAM. ARCOR MIEL 675GR;6;11.5;2.33;4.83;0.0;7.5;4.83;4.33;0.0;0.0;18.66;16.66
712;CARAM. ARCOR MIEL Y MENTA 335GR;12;1.33;0.5;2.08;0.0;3.91;0.0;5.08;0.0;5.0;3.91;14.0
4589;CARAM. ARCOR MIX CRISTAL 810GR;6;1.33;0.16;0.16;0.16;2.83;1.83;4.16;0.0;0.0;1.83;8.83
7752;CARAM. ARCOR RODAJAS 930GR;6;0.83;0.0;1.0;0.0;0.0;1.33;2.33;0.0;0.0;1.83;3.66
294;CARAM. ARCOR SAQUITO FRUTA 810GR;6;2.16;0.16;0.66;0.0;7.83;1.0;8.33;0.0;1.0;2.99;18.16
470637;CARAM. BC SURTIDOS 420GR;6;0.5;0.33;0.5;0.0;1.66;1.33;1.83;1.0;0.0;1.33;5.83
462832;CARAM. BERBAU MASTIC FRUTILLA;45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4584;CARAM. BERBAU VARIOS x250gr;55;0.61;0.0;0.0;0.0;5.4;0.0;0.0;0.0;0.0;0.61;5.4
472699;CARAM. BILLIKEN CONFIT FRUTALES 50GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
713;CARAM. BILLIKEN FRUTAL 600G;12;5.91;1.0;0.91;0.5;10.58;0.0;0.0;2.08;0.0;8.33;12.66
471164;CARAM. BILLIKEN MASTIC SPLASH FRESH;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
714;CARAM. BILLIKEN YOGHURT 600G;12;3.41;1.0;1.0;0.41;12.58;0.0;0.0;1.58;0.0;5.83;14.16
472726;CARAM. BULL DOG MASTC ACIDOS 700G;12;1.25;0.5;1.0;0.0;6.75;0.0;0.0;0.0;0.0;2.75;6.75
472732;CARAM. BUTTER TOFFEES AVELL 648GR;8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
717;CARAM. BUTTER TOFFEES CAFE 822GR;6;0.0;0.16;0.0;0.0;-3.0;1.83;0.0;0.0;0.0;0.16;-1.16
722;CARAM. BUTTER TOFFES MINT 822G;6;0.33;0.16;0.0;0.0;-2.0;0.0;-2.5;0.0;0.0;0.5;-4.5
479423;CARAM. CANDY ROLL ACIDO X1UN;1;0.0;0.0;7.0;0.0;277.0;0.0;2.0;0.0;0.0;7.0;279.0
7106;CARAM. CRAZY RODAJAS 465GR;12;0.66;0.33;0.25;0.0;0.0;0.0;0.0;0.0;0.0;1.25;0.0
7485;CARAM. CREMINO SURTIDOS 940GR;6;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16;0.0
478109;CARAM. DOCILE VARIOS X500GR;12;0.0;0.16;0.0;0.0;0.0;1.33;0.0;0.0;0.0;0.16;1.33
10757;CARAM. DROPSY MASTIC 700G;12;3.16;0.75;2.33;0.0;15.16;0.0;79.16;2.0;0.0;6.25;96.33
13860;CARAM. DUROS SUELTOS;1;0.0;0.0;0.0;11000.0;-2.0;0.0;0.0;3.0;0.0;11000.0;1.0
4452;CARAM. FLYNN ACIDO EXTREM CONF X50GR;30;2.1;0.33;0.0;0.0;2.86;5.33;4.09;0.0;0.0;2.43;12.3
460863;CARAM. FLYNN PAFF BANANA 70UN;12;0.33;0.0;0.08;0.0;1.91;0.0;3.25;0.0;0.0;0.41;5.16
4455;CARAM. FLYNN PAFF CONFITADO X50GR;30;0.0;0.0;1.53;0.0;2.1;0.0;-2.93;0.0;0.0;1.53;-0.83
467748;CARAM. FLYNN PAFF DUO RELL X80UN;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467754;CARAM. FLYNN PAFF DUR/VAIN YOGURT 70;12;0.0;0.0;0.0;0.0;0.0;0.0;1.41;0.0;0.0;0.0;1.41
467755;CARAM. FLYNN PAFF FRUT/BAN YOGURT 70;12;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;1.5
726;CARAM. FLYNN PAFF FRUTILLA 70UN;12;0.33;0.0;0.08;0.0;1.5;1.33;4.75;0.0;0.0;0.41;7.58
472538;CARAM. FLYNN PAFF LIMONADA BERRY 70U;12;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
472539;CARAM. FLYNN PAFF LIMONADA MELON 70U;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
728;CARAM. FLYNN PAFF PIN/LENGUA 70UN;12;0.33;0.08;0.16;0.0;1.33;1.08;2.58;0.0;0.0;0.58;5.0
729;CARAM. FLYNN PAFF TUTTI FRUTI 70UN;12;2.75;0.33;0.41;0.0;0.0;2.0;8.0;0.0;0.0;3.5;10.0
731;CARAM. FLYNN PAFF UVA 70UN;12;0.75;0.0;0.16;0.0;1.16;1.0;6.16;0.0;0.0;0.91;8.33
469302;CARAM. FLYNNIES YOGUR 600G;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479093;CARAM. FREEGELLS X1UN;12;0.0;0.0;18.66;0.0;0.0;0.0;-36.16;5.91;0.0;18.66;-30.24
476546;CARAM. FRUTIMANIA FRUTILLA X500GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476545;CARAM. FRUTIMANIA MAST FRAMBUESA X50;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476547;CARAM. FRUTIMANIA UVA X500GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476548;CARAM. FRUTIMANIA YUG/FRUTILL X500GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
464132;CARAM. FRUTOMILA RELL 500G;12;0.25;0.0;0.0;0.0;4.58;0.0;0.0;0.0;0.0;0.25;4.58
476437;CARAM. HALLS SANDIA X12UN;12;0.91;0.0;0.0;0.0;1.83;0.0;3.91;0.0;0.0;0.91;5.75
100003;CARAM. HALLS X1UN;1;10.0;0.0;0.0;8.0;-10.0;0.0;0.0;329.0;0.0;18.0;319.0
478582;CARAM. HIPOPO MAST X500GR;24;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0
476769;CARAM. LEGUETAZO MANZANA X32UN;18;0.0;0.0;0.0;0.0;0.0;0.0;13.83;0.0;0.0;0.0;13.83
479255;CARAM. LENGUA LOCA CAND X40UN;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466435;CARAM. LENGUETAZO 1UN;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4317;CARAM. LENGUETAZO TUTTI FRUTTI x32un;18;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;3.5
475430;CARAM. LHERITIER ACIDOS X600GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
463311;CARAM. LHERITIER BABY DOLL X500gr;12;0.0;0.0;0.0;0.0;0.0;0.0;25.33;0.0;0.0;0.0;25.33
5159;CARAM. LHERITIER DONGA 218UN 670gr;10;0.7;0.6;0.0;0.0;3.5;0.0;3.3;0.0;0.0;1.3;6.8
4459;CARAM. LHERITIER DONGA YOG 218UN 670;10;1.0;0.1;0.0;0.0;1.6;0.0;1.7;0.0;0.0;1.1;3.3
475429;CARAM. LHERITIER DURO CHERRY X600GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25;0.0;0.0;1.25
463054;CARAM. LHERITIER MASTIC SURT 300G;20;1.1;0.15;0.0;0.0;1.35;0.0;0.0;0.0;0.0;1.25;1.35
4449;CARAM. LHERITIER MASTIC x450gr;10;1.3;0.1;0.0;0.0;1.4;0.0;2.4;0.0;0.0;1.4;3.8
475425;CARAM. LHERITIER MENTA X600GR;12;0.08;0.0;0.0;0.0;1.16;0.0;0.0;0.0;0.0;0.08;1.16
475861;CARAM. LHERITIER MIEL/LIMON X600GR;12;0.25;0.0;0.0;0.0;1.16;0.0;0.0;0.0;0.0;0.25;1.16
475426;CARAM. LHERITIER PICO DULCE X600GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466637;CARAM. LIPO ACIDOS X90GR;50;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0
5156;CARAM. LIPO BASTON VIENA 1KG;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478134;CARAM. LIPO BASTON VIENA X454GR;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479811;CARAM. LIPO BOLON MENTA X150GR;36;0.0;0.16;0.0;0.0;4.25;1.05;0.0;1.61;0.0;0.16;6.91
478130;CARAM. LIPO BOLON MENTA X454GR;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478131;CARAM. LIPO DCE-LECHE X454GR;24;0.66;0.08;0.12;0.0;2.04;0.0;0.0;0.0;0.0;0.87;2.04
475881;CARAM. LIPO DULCE ACI/POWER X500gr;12;0.08;0.08;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.16;2.0
5339;CARAM. LIPO DULCE LECHE 907G;12;0.58;0.0;0.08;0.16;3.0;0.0;0.0;0.0;0.0;0.83;3.0
479812;CARAM. LIPO DUROS DDL X150GR;36;0.0;0.11;0.0;0.0;3.69;1.11;0.0;1.11;0.0;0.11;5.91
479813;CARAM. LIPO DUROS GAJITOS X120GR;36;0.0;0.25;0.91;0.16;1.0;1.27;0.0;1.94;0.0;1.33;4.22
479814;CARAM. LIPO DUROS RELL MIEL X120GR;36;1.33;0.52;1.63;0.13;1.02;2.19;0.0;2.36;0.0;3.63;5.58
479815;CARAM. LIPO DUROS SUPER ACIDOS X120G;36;13.36;0.97;2.91;0.11;11.58;3.05;1.08;2.91;0.0;17.36;18.63
4180;CARAM. LIPO GAJITOS 907GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478135;CARAM. LIPO GAJITOS X454GR;24;1.75;0.62;1.0;0.33;1.2;0.0;0.0;1.29;0.0;3.7;2.5
5337;CARAM. LIPO MENTA 907GR;12;1.5;0.0;0.0;0.25;2.16;0.0;0.0;0.0;0.0;1.75;2.16
480625;CARAM. LIPO MENTA x120g;36;0.94;0.08;1.55;0.22;1.0;0.0;0.0;0.0;0.0;2.8;1.0
469298;CARAM. LIPO MENTA/CHOCO 800GR;12;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33;0.0
5336;CARAM. LIPO MIEL 800GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
734;CARAM. LIPO PRALINE 1KG;12;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.08;0.0
478136;CARAM. LIPO PRALINE X454GR;24;0.95;0.25;0.0;0.0;1.37;0.0;0.0;0.0;0.0;1.2;1.37
478132;CARAM. LIPO RELL MIEL X454GR;24;0.95;0.33;0.58;0.33;1.66;0.0;1.08;0.0;0.0;2.2;2.75
479027;CARAM. LIPO RELL SURTIDOS X907GR;12;0.08;0.0;0.0;0.0;-2.33;0.0;0.0;0.0;0.0;0.08;-2.33
475046;CARAM. LIPO RELLENOS SUELTOS;1;56.0;0.0;0.0;0.0;-194.0;0.0;0.0;0.0;0.0;56.0;-194.0
5157;CARAM. LIPO SPORT 1KG;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478129;CARAM. LIPO SPORT X454GR;24;1.37;0.12;0.41;0.16;2.5;0.0;1.12;0.0;0.0;2.08;3.62
478133;CARAM. LIPO SUPER ACIDOS X454GR;24;0.33;0.41;0.16;0.0;2.0;0.0;0.0;0.0;0.0;0.91;2.0
3247;CARAM. LIPO SUPERACIDOS 907GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
475261;CARAM. LIQ MAG JR.SPACE X54UN;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4001;CARAM. LOTZA FIZZ X48UN;12;0.25;0.25;0.33;0.08;6.0;0.0;15.58;0.0;8.0;0.91;29.58
727;CARAM. MANZANA FLYNN PAFF 70U;12;0.08;0.08;0.0;0.0;1.91;1.16;5.58;0.0;0.0;0.16;8.66
468873;CARAM. MARENGO BILLETES 400GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
735;CARAM. MARENGO CHERRY 454G;12;0.0;0.0;0.0;0.0;0.0;0.0;1.08;0.0;0.0;0.0;1.08
462872;CARAM. MARENGO DUROS MIEL 454GR;12;0.5;0.0;0.41;0.0;3.66;0.0;1.83;0.0;0.0;0.91;5.5
468872;CARAM. MARENGO FELIZ CUMPLE 400GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4683;CARAM. MARENGO MAST FRUTAL X1KG;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476483;CARAM. MARENGO MEGA ACIDOS X454GR;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
475279;CARAM. MARENGO MENTA X454G;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
746;CARAM. MARENGO TAPONAZO FRUTA X250GR;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
755;CARAM. MARENGO TAPONAZO YOGUR X250GR;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3356;CARAM. MARENGO TIRAS ACIDAS X454GR;12;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0
461091;CARAM. MARENGO TRANS EUCALIPTO 454GR;12;0.0;0.0;0.0;0.0;0.0;0.0;34.08;0.0;0.0;0.0;34.08
479239;CARAM. MAST LENGUA LOCA CANDY PORT X;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
