codigos;productos;uxb;fair_ventas;burzaco_ventas;a_korn_ventas;tucuman_ventas;fair_stock;burzaco_stock;a_korn_stock;tucuman_stock;cdistrib;ventas;stock
12315;LIBRO P/COLOREAR PINTA;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12316;LIBRO P/COLOREAR PINTA;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470043;LIBRO P/COLOREAR SPIDERMAN VERTICE;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467066;LIBRO PARA COLOREAR;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12235;LIBRO PARA COLOREAR A PINTAR;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12236;LIBRO TERAPIA CREATIVA P/COLOREAR;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470047;LIBRO+CRAYONES+STICKERS MINIONS VERT;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0
474830;LICOR AL WHISKY RAMSAY x200cc;1;0.0;0.0;0.0;1.0;31.0;0.0;32.0;23.0;0.0;1.0;86.0
462531;LICOR AMARULA x750ml;12;0.0;0.08;0.08;0.0;2.58;0.0;1.33;0.0;0.0;0.16;3.91
467852;LICOR BANANA TRES PLUMAS x700cc;6;0.16;0.0;0.0;0.16;12.5;0.0;2.5;3.5;0.0;0.33;18.5
11138;LICOR BAR&PUBS x750Lt CHOCOLATE;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11139;LICOR BAR&PUBS x750Lt DCE LECHE;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2768;LICOR BAR&PUBS x750Lt PIÑA COLAD;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12063;LICOR BOLS x700ml BLUE CURAC;6;0.33;0.0;0.0;0.16;4.66;8.16;1.0;1.5;0.0;0.5;15.33
2039;LICOR BOLS x700ml CAFE COÑAC;6;0.33;0.0;1.33;0.0;65.5;17.66;4.83;3.0;0.0;1.66;91.0
4444;LICOR BOLS x700ml CHERRY BRA;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;LICOR BOLS x700ml CHOC BLANC;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2043;LICOR BOLS x700ml CREMA MENT;6;0.0;0.0;0.0;0.0;0.0;0.0;1.83;1.16;0.0;0.0;3.0
2046;LICOR BOLS x700ml DURAZNO;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2047;LICOR BOLS x700ml FRUTILLA;6;0.0;0.0;0.0;0.0;3.66;0.0;2.0;0.0;0.0;0.0;5.66
2048;LICOR BOLS x700ml HUEVO;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2049;LICOR BOLS x700ml LEMONCELLO;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2051;LICOR BOLS x700ml MANZ ROJA;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
2050;LICOR BOLS x700ml MANZ VERDE;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4845;LICOR BOLS x700ml TRIPLE SEC;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
559;LICOR BORGHETTI;6;0.0;0.0;0.16;0.0;7.16;2.0;9.5;1.16;45.0;0.16;64.83
2035;LICOR BORSA/TRIESTINA x750ml BANANA;6;0.0;0.0;0.0;0.0;0.0;-3.33;0.0;0.0;0.0;0.0;-3.33
9743;LICOR BORSA/TRIESTINA x750ml BLUE CU;6;0.0;0.0;0.0;0.0;0.0;-6.0;15.33;0.0;0.0;0.0;9.33
2053;LICOR BORSA/TRIESTINA x750ml CAFE CO;6;0.0;0.0;0.0;0.0;0.0;-11.0;3.0;0.0;0.0;0.0;-8.0
2055;LICOR BORSA/TRIESTINA x750ml CHOCOLA;6;0.0;0.5;0.0;0.33;9.0;-5.16;26.16;0.0;0.0;0.83;30.0
2071;LICOR BORSA/TRIESTINA x750ml DCE LEC;6;0.0;0.0;0.0;0.0;9.0;-6.33;28.16;0.0;0.0;0.0;30.83
2072;LICOR BORSA/TRIESTINA x750ml DURAZNO;6;0.0;0.0;0.0;0.0;0.0;-2.16;25.0;0.0;0.0;0.0;22.83
2073;LICOR BORSA/TRIESTINA x750ml FRUTILL;6;0.0;0.0;0.0;0.0;0.0;-2.33;25.16;0.0;0.0;0.0;22.83
2074;LICOR BORSA/TRIESTINA x750ml HUEVO;6;0.0;0.0;0.0;0.0;0.0;-8.33;10.16;0.0;0.0;0.0;1.83
466437;LICOR BORSA/TRIESTINA x750ml KIWI;6;0.0;0.0;0.0;0.0;0.0;-4.16;0.0;0.0;0.0;0.0;-4.16
2090;LICOR BORSA/TRIESTINA x750ml MELON;6;0.0;0.0;0.0;0.0;1.66;5.16;26.16;0.0;0.0;0.0;33.0
2091;LICOR BORSA/TRIESTINA x750ml MENTA;6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.66;0.0;0.0;2.66
6703;LICOR BORSA/TRIESTINA x750ml TRIPLE;6;0.0;0.0;0.0;0.0;0.0;4.66;15.66;0.0;0.0;0.0;20.33
4490;LICOR CAFE AL COÑAC BOLS X700ML;6;1.0;0.33;0.33;0.0;66.83;9.5;3.66;4.5;0.0;1.66;84.5
6760;LICOR CHOCOLATE PREMIUM BOLS X700ML;6;1.0;0.0;0.0;0.0;1.33;-3.0;0.0;1.0;0.0;1.0;-0.66
4094;LICOR CREAM/WHIS BELLE X1L;6;0.0;0.0;0.0;0.0;23.16;8.16;30.0;0.0;0.0;0.0;61.33
2058;LICOR CUSENIER ESP. 700ml CAFE;6;0.66;0.0;0.0;0.0;-1.83;2.0;0.0;0.0;0.0;0.66;0.16
469287;LICOR CUSENIER ESP. 700ml CAFE COÑAC;6;5.66;1.33;8.0;0.16;107.5;4.83;9.83;14.33;47.0;15.16;183.5
2059;LICOR CUSENIER ESP. 700ml CHOCOLATE;6;3.16;0.0;1.5;0.0;7.0;-10.0;0.0;1.83;0.0;4.66;-1.16
2070;LICOR CUSENIER ESP. 700ml CURACAO;6;0.0;0.0;0.16;0.0;0.0;4.0;0.0;0.0;0.0;0.16;4.0
2061;LICOR CUSENIER ESP. 700ml DCE LECHE;6;3.33;0.83;2.0;0.16;0.0;-14.16;1.83;0.0;0.0;6.33;-12.33
2064;LICOR CUSENIER ESP. 700ml HUEVO;6;2.33;0.0;1.0;0.0;2.33;0.0;3.0;0.0;0.0;3.33;5.33
8145;LICOR CUSENIER ESP. 700ml LEMONCELLO;6;0.33;0.0;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
6589;LICOR CUSENIER FRUTAL x700ml COCO;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2063;LICOR CUSENIER FRUTAL x700ml FRUTILL;6;0.5;0.0;0.0;0.0;10.5;0.0;0.0;0.0;0.0;0.5;10.5
2067;LICOR CUSENIER FRUTAL x700ml MELON;6;0.5;0.5;0.0;0.0;-1.16;1.66;0.0;1.0;0.0;1.0;1.5
2068;LICOR CUSENIER FRUTAL x700ml MENTA;6;0.33;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.33;2.5
2069;LICOR CUSENIER FRUTAL x700ml TRIPLE;6;0.0;0.0;0.0;0.0;0.0;2.16;0.0;1.33;0.0;0.0;3.5
467848;LICOR DE HIERBAS JAGERMEISTER X700 M;6;0.0;0.0;0.0;0.0;12.33;2.66;4.0;1.0;4.0;0.0;24.0
1200;LICOR EL ABUELO x700ml MENTA;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
2075;LICOR KING NIGHT VARIOS X750CC;6;0.0;0.16;0.0;0.0;1.0;22.16;0.0;0.0;0.0;0.16;23.16
6761;LICOR MENTA PREMIUM BOLS X700ML;6;0.5;0.0;0.0;0.0;15.33;4.33;12.66;1.33;0.0;0.5;33.66
2093;LICOR PETERS x700ml BLUE CURAC;6;0.0;0.0;0.0;0.0;0.0;1.33;0.0;0.0;0.0;0.0;1.33
2094;LICOR PETERS x700ml CAFE COÑAC;6;3.16;0.16;0.5;0.0;33.83;93.5;-3.66;1.16;0.0;3.83;124.83
2095;LICOR PETERS x700ml CHOCOLATE;6;0.0;0.0;0.0;0.0;1.33;-14.5;0.0;0.0;0.0;0.0;-13.16
2097;LICOR PETERS x700ml DCE D/LECH;6;0.0;0.16;0.0;0.0;10.0;0.0;2.5;0.0;0.0;0.16;12.5
2101;LICOR PETERS x700ml HUEVO;6;0.0;0.0;0.0;0.0;0.0;1.66;0.0;0.0;0.0;0.0;1.66
2104;LICOR PETERS x700ml MANDARINA;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2105;LICOR PETERS x700ml MANGO ESP;6;0.0;0.0;0.0;0.0;4.0;3.83;2.83;1.83;0.0;0.0;12.5
2106;LICOR PETERS x700ml MANZANA;6;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
2111;LICOR PETERS x700ml MENTA;6;0.0;0.0;0.33;0.0;40.16;7.66;9.0;0.0;0.0;0.33;56.83
2112;LICOR PETERS x700ml PIÑA/BANAN;6;0.0;0.16;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.16;9.0
2114;LICOR PETERS x700ml TRIPLESEC;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2115;LICOR PETERS x700ml VAINILLA;6;0.0;0.0;0.0;0.0;0.0;-1.33;0.0;1.16;0.0;0.0;-0.16
4058;LICOR TRES PLUMAS ESP. x700ml AL HUE;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4059;LICOR TRES PLUMAS ESP. x700ml AMARET;6;0.33;0.0;0.0;0.0;4.16;0.0;9.0;3.83;0.0;0.33;17.0
7182;LICOR TRES PLUMAS ESP. x700ml BANANA;6;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.5
7183;LICOR TRES PLUMAS ESP. x700ml CAFE;6;2.16;0.0;1.0;0.0;94.83;9.0;20.66;7.66;38.0;3.16;170.16
11904;LICOR TRES PLUMAS ESP. x700ml CAFE A;6;1.0;0.33;0.0;0.0;-1.33;0.0;0.0;1.66;0.0;1.33;0.33
7199;LICOR TRES PLUMAS ESP. x700ml CAFE C;6;1.83;0.0;0.0;0.16;33.16;0.0;0.0;2.66;0.0;2.0;35.83
7187;LICOR TRES PLUMAS ESP. x700ml CAFE C;6;0.16;0.33;0.0;3.66;0.0;1.0;0.0;0.0;0.0;4.16;1.0
7201;LICOR TRES PLUMAS ESP. x700ml CAFE G;6;0.0;0.0;0.0;0.0;0.0;1.16;0.0;0.0;0.0;0.0;1.16
7200;LICOR TRES PLUMAS ESP. x700ml CAFE R;6;1.16;1.0;0.33;0.0;0.0;3.0;0.0;1.83;0.0;2.5;4.83
7198;LICOR TRES PLUMAS ESP. x700ml CAFE W;6;2.5;0.0;0.16;0.0;2.66;0.0;3.83;0.0;0.0;2.66;6.5
473166;LICOR TRES PLUMAS ESP. x700ml CHOC A;6;1.33;0.0;1.0;0.0;21.83;0.0;4.0;1.33;0.0;2.33;27.16
472940;LICOR TRES PLUMAS ESP. x700ml CHOC A;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7213;LICOR TRES PLUMAS ESP. x700ml CHOC B;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7212;LICOR TRES PLUMAS ESP. x700ml CHOC C;6;0.0;0.0;0.0;0.0;14.83;0.0;3.0;0.0;0.0;0.0;17.83
7181;LICOR TRES PLUMAS ESP. x700ml CHOC D;6;0.0;0.0;0.0;0.0;11.66;0.0;0.0;0.0;0.0;0.0;11.66
7210;LICOR TRES PLUMAS ESP. x700ml CHOC M;6;1.5;0.0;0.66;0.33;48.33;0.0;4.5;2.33;0.0;2.5;55.16
7184;LICOR TRES PLUMAS ESP. x700ml CHOCO;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7206;LICOR TRES PLUMAS ESP. x700ml CHOCOL;6;5.83;0.33;1.33;0.16;70.0;4.66;6.16;0.0;0.0;7.66;80.83
7186;LICOR TRES PLUMAS ESP. x700ml DCE C/;6;0.0;0.0;0.0;0.0;7.83;0.0;0.0;0.0;0.0;0.0;7.83
7209;LICOR TRES PLUMAS ESP. x700ml DCE LE;6;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0
7188;LICOR TRES PLUMAS ESP. x700ml SECO;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4061;LICOR TRES PLUMAS FRUTAL x700ml BLUE;6;0.5;0.0;0.0;0.0;7.66;10.0;4.16;3.33;0.0;0.5;25.16
7211;LICOR TRES PLUMAS FRUTAL x700ml DURA;6;0.33;0.0;0.0;0.0;9.0;2.83;0.0;1.16;0.0;0.33;13.0
7207;LICOR TRES PLUMAS FRUTAL x700ml FRUT;6;0.0;0.0;0.16;0.0;0.0;2.83;4.0;2.33;0.0;0.16;9.16
4055;LICOR TRES PLUMAS FRUTAL x700ml KIWI;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
7180;LICOR TRES PLUMAS FRUTAL x700ml LEMO;6;0.16;0.0;0.0;0.0;17.5;0.0;2.83;1.66;0.0;0.16;22.0
4060;LICOR TRES PLUMAS FRUTAL x700ml MANZ;6;0.0;0.0;0.0;0.0;25.83;6.16;0.0;0.0;0.0;0.0;32.0
467056;LICOR TRES PLUMAS FRUTAL x700ml MELO;6;0.0;0.0;0.5;0.0;65.33;0.0;6.16;3.33;0.0;0.5;74.83
7208;LICOR TRES PLUMAS FRUTAL x700ml MENT;6;1.0;0.0;0.16;0.0;29.0;1.33;0.0;5.0;15.0;1.16;50.33
456777;LICOR TRES PLUMAS FRUTAL x700ml TRIP;6;0.33;0.0;0.33;0.0;13.66;18.16;10.16;7.83;0.0;0.66;49.83
480935;LICUADORA PERSONAL FYY FYYP-106;1;1.0;1.0;1.0;0.0;11.0;3.0;7.0;0.0;0.0;3.0;21.0
480267;LIM LIQ. SUIZA MAD.FLOT AL SOLVENTE;1;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0
480269;LIM LIQ.ALFOMBRA CLINSY x500cc;1;1.0;1.0;0.0;0.0;5.0;3.0;0.0;0.0;0.0;2.0;8.0
460234;LIMA CURVA x1un COD 1323;1;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0
462132;LIMA DECORADA ZINGER x1un COD 1209;1;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;11.0
475252;LIMA P/UÑAS LIMABEL N 22 x 1Un;1;1.0;0.0;0.0;0.0;13.0;0.0;0.0;2.0;0.0;1.0;15.0
10702;LIMA RECTA x2un COD 1301;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0
480879;LIMAS LIMAMEL N17 x12Un.;1;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;12.0
478615;LIMP A/GRASA ASOMBROSO GAT X500ML;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4437;LIMP A/GRASA CIF DP X450ML;15;0.0;0.0;0.0;0.0;10.13;0.0;1.33;0.0;0.0;0.0;11.46
200;LIMP A/GRASA CIF DP X900ML;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4087;LIMP A/GRASA CIF GAT X500ML;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476574;LIMP A/GRASA ECOVITA DP X900ML;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
465793;LIMP A/GRASA MR MUSCULO C/LIM X900CC;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
468618;LIMP A/GRASA MR MUSCULO CO/NJA X900C;12;0.0;0.0;0.0;0.0;0.0;-2.08;0.0;0.0;0.0;0.0;-2.08
5723;LIMP A/GRASA MR MUSCULO E/P C/L DP X;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
465714;LIMP A/GRASA MR MUSCULO NJA X450CC;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
461196;LIMP A/GRASA PROCENEX COC X420C;12;1.66;0.08;0.41;0.0;6.16;1.91;1.58;0.0;0.0;2.16;9.66
479383;LIMP A/GRASA PROCENEX X820ML;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476696;LIMP A/GRASA SMART CLEAN X100CC;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473405;LIMP A/GRASA VAIS ALGABO X500ML;12;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.08;0.0
476629;LIMP A/GRASA VAIS X900CC;12;0.0;0.0;0.0;0.0;2.75;0.0;0.0;0.0;0.0;0.0;2.75
469143;LIMP A/GRASA ZORRO DP X500ML;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478614;LIMP BAÑOS GAT ASOMBROSO x500ML;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1926;LIMP CIF BAÑO X900ml;12;0.0;0.0;0.0;0.66;0.0;0.0;0.0;1.0;0.0;0.66;1.0
9056;LIMP CIF C/LAV ULT.BCO X750ML;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
912;LIMP CIF CREMA ORIG X375ML;12;0.33;0.41;0.0;4.25;13.5;0.0;2.5;0.0;0.0;5.0;16.0
476441;LIMP CIF CREMA ROSAS Y JASMINES X750;12;0.0;0.83;0.0;2.33;-1.25;0.0;0.0;0.0;0.0;3.16;-1.25
479810;LIMP CIF EXPERT A/GRASA X500ml;1;0.0;0.0;0.0;26.0;0.0;0.0;0.0;5.0;0.0;26.0;5.0
468743;LIMP CIF ULTRA BRILLO SPRAY X400ml;12;0.75;0.0;0.0;0.5;23.5;0.0;8.91;1.41;0.0;1.25;33.83
4435;LIMP CIF VIDRIO DP X450g;15;1.6;0.53;0.93;0.13;29.26;-31.53;-6.86;6.93;0.0;3.2;-2.2
4115;LIMP GEL CIF BIO ACTIVE x500g;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4706;LIMP HORNOS MR MUSCULO X360CC;12;0.91;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.25;0.0
5590;LIMP INOD LAVANDA LYSOFORM 500CC;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
480680;LIMP LIQ ODEX BEBE x1.8lt;6;8.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;8.0;6.5
480683;LIMP LIQ ODEX LAVANDA x1.8lt;6;7.16;0.0;8.16;0.0;10.83;0.0;1.83;0.0;0.0;15.33;12.66
480682;LIMP LIQ ODEX LIMON x1.8Lt;6;7.66;0.0;0.0;0.0;5.83;0.0;0.0;0.0;0.0;7.66;5.83
480681;LIMP LIQ ODEX MARINA x1.8Lt;6;9.33;0.0;0.0;0.0;1.83;0.0;0.0;0.0;0.0;9.33;1.83
4517;LIMP LIQ PISO ASOMBROSO BEBÉ x900cc;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478609;LIMP LIQ PISO ASOMBROSO LAVANDA x900;15;0.0;0.0;0.0;0.0;0.0;1.4;6.86;0.0;0.0;0.0;8.26
4523;LIMP LIQ PISO ASOMBROSO LIMON x900cc;15;0.0;0.0;0.0;0.0;0.0;1.46;-1.13;0.0;0.0;0.0;0.33
4613;LIMP LIQ PISO ASOMBROSO MARINA x900c;15;0.0;0.0;0.0;0.0;0.0;1.73;0.0;0.0;0.0;0.0;1.73
994;LIMP LIQ PISO ASOMBROSO PINO x900cc;15;0.0;0.0;0.0;0.0;0.0;1.66;-3.26;0.0;0.0;0.0;-1.6
4592;LIMP LIQ PISO ASOMBROSO PRIMAVERA x9;15;0.0;0.0;0.0;0.0;0.0;1.53;0.0;0.0;0.0;0.0;1.53
480966;LIMP LIQ SUIZA CITRONELA x5Lt;1;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;8.0
480969;LIMP LIQ SUIZA F PRIMAVERA x5Lt;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
480972;LIMP LIQ SUIZA F PRIMAVERA x5Lt;1;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;5.0
480976;LIMP LIQ SUIZA LAVANDA x5Lt;1;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;2.0;6.0
480964;LIMP LIQ SUIZA LIMON x5Lt;1;1.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;7.0
480967;LIMP LIQ SUIZA MARINA x5Lt;1;1.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;7.0
480968;LIMP LIQ SUIZA PINOS x5Lt;1;2.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;2.0;6.0
479384;LIMP LIQ. BAÑO PROCENEX x820cc;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
480271;LIMP LIQ. SUIZA CONCENT. CHERRY x5Lt;1;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0
480270;LIMP LIQ. SUIZA CONCENT. LAVANDA x5L;1;0.0;0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;0.0;10.0
480272;LIMP LIQ. SUIZA CONCENT. LIMON x5lt;1;0.0;0.0;2.0;0.0;4.0;3.0;1.0;0.0;0.0;2.0;8.0
480273;LIMP LIQ. SUIZA CONCENT. PINO x5lt;1;1.0;0.0;0.0;0.0;3.0;4.0;4.0;0.0;0.0;1.0;11.0
480266;LIMP LIQ. SUIZA MICROC./MARMOL x900c;1;4.0;0.0;2.0;0.0;2.0;5.0;1.0;0.0;0.0;6.0;8.0
480263;LIMP LIQ. SUIZA PISOS VINILICOS x900;1;0.0;0.0;0.0;0.0;10.0;6.0;5.0;0.0;0.0;0.0;21.0
480265;LIMP LIQ. SUIZA PORCELANATO x900cc;1;1.0;0.0;2.0;0.0;5.0;5.0;3.0;0.0;0.0;3.0;13.0
461013;LIMP LIQ/VIDRIO PROCENEX x420cc;12;0.0;0.0;0.0;0.0;2.16;0.0;31.83;0.0;0.0;0.0;34.0
478099;LIMP MR MUSCULO MULT VIDRIO X360cc;12;0.0;0.08;0.08;0.08;3.75;1.41;6.41;2.16;0.0;0.25;13.75
6523;LIMP MR MUSCULO ORIG VIDRIO X450g;12;0.0;0.0;0.0;0.33;6.0;0.0;2.75;1.58;0.0;0.33;10.33
468187;LIMP MULTIUSO LYSOFORM CONC. DP X420;12;0.08;0.0;0.0;0.08;-10.0;0.0;0.0;0.0;0.0;0.16;-10.0
10954;LIMP MULTIUSO MR MUSCULO GAT X450CC;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1127;LIMP ODEX VIDRIO X450ml;24;1.08;0.33;0.54;0.25;12.16;2.12;12.29;1.37;0.0;2.2;27.95
478149;LIMP SMELL FRESH HORNO X360ml;12;1.33;1.58;2.58;0.75;70.5;3.91;-1.91;9.41;104.0;6.25;185.91
473404;LIMP VAIS ALGABO VIDRIO GAT X500ml;12;1.83;0.66;0.08;0.41;10.83;2.0;0.0;3.5;0.0;3.0;16.33
473816;LIMP VAIS ALGABO VIDRIO X900ml;12;1.16;0.5;1.08;0.33;9.16;0.0;17.41;1.66;0.0;3.08;28.25
478613;LIMP VIDRIOS ASOMBROSO MULT GAT X500;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479817;LIMP VIDRIOS CIF EXPERT X500ML;24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
920;LIMP VIDRIOS CIF GAT X500CC;12;0.0;0.0;0.0;0.0;0.0;0.0;1.16;0.0;0.0;0.0;1.16
7411;LIMP VIDRIOS CIF ULT.RAP DP X900ML;12;0.0;0.0;0.25;0.0;0.0;2.41;2.41;0.0;0.0;0.25;4.83
3119;LIMP VIDRIOS ECOVITA X900ML;16;0.0;0.0;0.0;0.0;0.0;0.0;-1.25;0.0;0.0;0.0;-1.25
224;LIMP VIDRIOS PIRAGUA;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476695;LIMP VIDRIOS SMART CLEAN X100CC;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
468876;LIMP VIDRIOS ZORRO DP X500ML;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
471723;LIMP. GEL LYSOFORM CITRICO 500CC;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
475094;LIMP. HARPIC BAÑO GATILLO x495cc;12;0.0;0.0;0.0;0.0;0.0;0.0;1.16;0.0;0.0;0.0;1.16
479718;LIMP. HARPIC BAÑOS DP X420ML;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
472709;LIMP. LIQ AYUDIN 900ML;12;0.0;0.0;0.0;0.0;0.0;0.0;6.16;0.0;0.0;0.0;6.16
473225;LIMP. LIQ BLEM DIARIO MULTISUP Y ELE;15;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.0;0.06;0.0
472832;LIMP. LIQ BLEM DP CERAMICOS FLOR 450;1;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
4780;LIMP. LIQ BLEM ECHO LIST FLORAL X900;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5864;LIMP. LIQ BLEM INCOL DP 450ML;15;0.0;0.0;0.0;0.0;0.0;0.0;4.8;0.0;0.0;0.0;4.8
469808;LIMP. LIQ BLEM M/PIS VAI/LAV DP 400C;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473228;LIMP. LIQ BLEM MULTISUP/ELECTRO GAT;12;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.0
465825;LIMP. LIQ BLEM P/PLAST FLOR DP 450CC;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
472831;LIMP. LIQ BLEM PLAST FLOT ALOE/PEP 8;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469809;LIMP. LIQ BLEM PLAST-FLOT 400ML;15;0.0;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13;0.0
